GENERATION_PROJECT,build_year,gen_overnight_cost,gen_fixed_om,gen_storage_energy_overnight_cost
Fujian-Coal_300_RC-12175,2030,630091,6059,.
Fujian-Coal_300_SEA-12149,2030,630084,6059,.
Fujian-Coal_300_SEA-12185,2030,630084,6059,.
Fujian-Coal_600_OT-12155,2030,572364,5251,.
Fujian-Coal_600_RC-12137,2030,582951,5349,.
Fujian-Coal_600_RC-12163,2030,582951,5349,.
Fujian-Coal_600_RC-12173,2030,582951,5349,.
Fujian-Coal_600_SEA-12147,2030,582944,5349,.
Fujian-Coal_600_SEA-12183,2030,582944,5349,.
Fujian-Coal_IGCC_RC-12141,2030,1634880,15000,.
Fujian-Coal_IGCC_RC-12167,2030,1634880,15000,.
Fujian-Coal_IGCC_RC-12177,2030,1634880,15000,.
Fujian-Commercial_PV-10,2030,1500000,15000,.
Fujian-Commercial_PV-11,2030,1500000,15000,.
Fujian-Commercial_PV-200,2030,1500000,15000,.
Fujian-Commercial_PV-7,2030,1500000,15000,.
Fujian-Commercial_PV-8,2030,1500000,15000,.
Fujian-Commercial_PV-9,2030,1500000,15000,.
Fujian-Gas_CCGT_OT-12159,2030,665600,6400,.
Fujian-Gas_CCGT_RC-12143,2030,665600,6400,.
Fujian-Gas_CCGT_RC-12169,2030,665600,6400,.
Fujian-Gas_CCGT_RC-12179,2030,665600,6400,.
Fujian-Gas_CCGT_SEA-12151,2030,665600,6400,.
Fujian-Gas_CCGT_SEA-12187,2030,665600,6400,.
Fujian-Gas_Combustion_Turbine_RC-13124,2030,484343,4657,.
Fujian-Nuclear_SEA-13125,2030,2140637,18000,.
Fujian-Nuclear_SEA-13130,2030,2140637,18000,.
Fujian-Nuclear_SMR-13123,2030,4034304,36000,.
Fujian-Offshore_Wind-13118,2030,2158450,21498,.
Fujian-Residential_PV-207,2030,2305552,23055,.
Fujian-Residential_PV-208,2030,2305552,23055,.
Fujian-Residential_PV-209,2030,2305552,23055,.
Fujian-Residential_PV-210,2030,2305552,23055,.
Fujian-Residential_PV-211,2030,2305552,23055,.
Fujian-Residential_PV-400,2030,2305552,23055,.
Fujian-Wind-1021,2030,1104447,11000,.
Fujian-Wind-1022,2030,1104447,11000,.
Fujian-Wind-1024,2030,1104447,11000,.
Fujian-Wind-1029,2030,1104447,11000,.
Fujian-Wind-1035,2030,1104447,11000,.
Fujian-Wind-1042,2030,1104447,11000,.
Fujian-Wind-1044,2030,1104447,11000,.
Jiangsu-Battery_Storage-11179,2030,1346607,12162,0
Jiangsu-Central_PV-474,2030,1200000,12000,.
Jiangsu-Central_PV-475,2030,1200000,12000,.
Jiangsu-Central_PV-476,2030,1200000,12000,.
Jiangsu-Central_PV-477,2030,1200000,12000,.
Jiangsu-Central_PV-478,2030,1200000,12000,.
Jiangsu-Central_PV-570,2030,1200000,12000,.
Jiangsu-Central_PV-571,2030,1200000,12000,.
Jiangsu-Coal_1000_OT-11937,2030,549787,5044,.
Jiangsu-Coal_1000_OT-11955,2030,549787,5044,.
Jiangsu-Coal_1000_OT-11973,2030,549787,5044,.
Jiangsu-Coal_1000_OT-11999,2030,549787,5044,.
Jiangsu-Coal_1000_OT-12017,2030,549787,5044,.
Jiangsu-Coal_1000_RC-11945,2030,578592,5309,.
Jiangsu-Coal_1000_RC-11963,2030,578592,5309,.
Jiangsu-Coal_1000_RC-11981,2030,578592,5309,.
Jiangsu-Coal_1000_RC-12007,2030,578592,5309,.
Jiangsu-Coal_1000_RC-12025,2030,578592,5309,.
Jiangsu-Coal_1000_SEA-11991,2030,578584,5309,.
Jiangsu-Coal_300_OT-11941,2030,591611,5689,.
Jiangsu-Coal_300_OT-11959,2030,591611,5689,.
Jiangsu-Coal_300_OT-11977,2030,591611,5689,.
Jiangsu-Coal_300_OT-12003,2030,591611,5689,.
Jiangsu-Coal_300_OT-12021,2030,591611,5689,.
Jiangsu-Coal_300_RC-11949,2030,630091,6059,.
Jiangsu-Coal_300_RC-11967,2030,630091,6059,.
Jiangsu-Coal_300_RC-11985,2030,630091,6059,.
Jiangsu-Coal_300_RC-12011,2030,630091,6059,.
Jiangsu-Coal_300_RC-12029,2030,630091,6059,.
Jiangsu-Coal_300_SEA-11995,2030,630084,6059,.
Jiangsu-Coal_600_OT-11939,2030,572364,5251,.
Jiangsu-Coal_600_OT-11957,2030,572364,5251,.
Jiangsu-Coal_600_OT-11975,2030,572364,5251,.
Jiangsu-Coal_600_OT-12001,2030,572364,5251,.
Jiangsu-Coal_600_OT-12019,2030,572364,5251,.
Jiangsu-Coal_600_RC-11947,2030,582951,5349,.
Jiangsu-Coal_600_RC-11965,2030,582951,5349,.
Jiangsu-Coal_600_RC-11983,2030,582951,5349,.
Jiangsu-Coal_600_RC-12009,2030,582951,5349,.
Jiangsu-Coal_600_RC-12027,2030,582951,5349,.
Jiangsu-Coal_600_SEA-11993,2030,582944,5349,.
Jiangsu-Coal_IGCC_RC-11951,2030,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11969,2030,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11987,2030,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12013,2030,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12031,2030,1634880,15000,.
Jiangsu-Commercial_PV-129,2030,1500000,15000,.
Jiangsu-Commercial_PV-170,2030,1500000,15000,.
Jiangsu-Commercial_PV-74,2030,1500000,15000,.
Jiangsu-Commercial_PV-75,2030,1500000,15000,.
Jiangsu-Commercial_PV-76,2030,1500000,15000,.
Jiangsu-Commercial_PV-77,2030,1500000,15000,.
Jiangsu-Commercial_PV-78,2030,1500000,15000,.
Jiangsu-Gas_CCGT_OT-11943,2030,665600,6400,.
Jiangsu-Gas_CCGT_OT-11961,2030,665600,6400,.
Jiangsu-Gas_CCGT_OT-11979,2030,665600,6400,.
Jiangsu-Gas_CCGT_OT-12005,2030,665600,6400,.
Jiangsu-Gas_CCGT_OT-12023,2030,665600,6400,.
Jiangsu-Gas_CCGT_RC-11953,2030,665600,6400,.
Jiangsu-Gas_CCGT_RC-11971,2030,665600,6400,.
Jiangsu-Gas_CCGT_RC-11989,2030,665600,6400,.
Jiangsu-Gas_CCGT_RC-12015,2030,665600,6400,.
Jiangsu-Gas_CCGT_RC-12033,2030,665600,6400,.
Jiangsu-Gas_CCGT_SEA-11997,2030,665600,6400,.
Jiangsu-Gas_Combustion_Turbine_RC-13141,2030,484343,4657,.
Jiangsu-Nuclear_SEA-13132,2030,2140637,18000,.
Jiangsu-Nuclear_SMR-13140,2030,4034304,36000,.
Jiangsu-Offshore_Wind-13135,2030,2158450,21498,.
Jiangsu-Residential_PV-274,2030,2305552,23055,.
Jiangsu-Residential_PV-275,2030,2305552,23055,.
Jiangsu-Residential_PV-276,2030,2305552,23055,.
Jiangsu-Residential_PV-277,2030,2305552,23055,.
Jiangsu-Residential_PV-278,2030,2305552,23055,.
Jiangsu-Residential_PV-357,2030,2305552,23055,.
Jiangsu-Residential_PV-370,2030,2305552,23055,.
Jiangsu-Wind-1078,2030,1104447,11000,.
Jiangsu-Wind-1079,2030,1104447,11000,.
Jiangsu-Wind-1080,2030,1104447,11000,.
Jiangsu-Wind-1084,2030,1104447,11000,.
Jiangsu-Wind-1085,2030,1104447,11000,.
Jiangsu-Wind-1088,2030,1104447,11000,.
Jiangsu-Wind-1089,2030,1104447,11000,.
Jiangsu-Wind-1092,2030,1104447,11000,.
Jiangsu-Wind-1093,2030,1104447,11000,.
Jiangsu-Wind-1094,2030,1104447,11000,.
Jiangsu-Wind-1096,2030,1104447,11000,.
Jiangsu-Wind-1159,2030,1104447,11000,.
Shanghai-Battery_Storage-11180,2030,1346607,12162,0
Shanghai-Central_PV-509,2030,1200000,12000,.
Shanghai-Coal_1000_OT-11911,2030,549787,5044,.
Shanghai-Coal_1000_RC-11919,2030,578592,5309,.
Shanghai-Coal_1000_SEA-11929,2030,578584,5309,.
Shanghai-Coal_300_OT-11915,2030,591611,5689,.
Shanghai-Coal_300_RC-11923,2030,630091,6059,.
Shanghai-Coal_300_SEA-11933,2030,630084,6059,.
Shanghai-Coal_600_OT-11913,2030,572364,5251,.
Shanghai-Coal_600_RC-11921,2030,582951,5349,.
Shanghai-Coal_600_SEA-11931,2030,582944,5349,.
Shanghai-Coal_IGCC_RC-11925,2030,1634880,15000,.
Shanghai-Commercial_PV-109,2030,1500000,15000,.
Shanghai-Gas_CCGT_OT-11917,2030,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2030,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2030,665600,6400,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2030,484343,4657,.
Shanghai-Offshore_Wind-13152,2030,2158450,21498,.
Shanghai-Residential_PV-309,2030,2305552,23055,.
Shanghai-Wind-1068,2030,1104447,11000,.
Shanghai-Wind-1069,2030,1104447,11000,.
Shanghai-Wind-1072,2030,1104447,11000,.
Sichuan-Battery_Storage-11176,2030,1346607,12162,0
Sichuan-Central_PV-515,2030,1200000,12000,.
Sichuan-Central_PV-516,2030,1200000,12000,.
Sichuan-Central_PV-517,2030,1200000,12000,.
Sichuan-Central_PV-518,2030,1200000,12000,.
Sichuan-Central_PV-519,2030,1200000,12000,.
Sichuan-Central_PV-520,2030,1200000,12000,.
Sichuan-Central_PV-521,2030,1200000,12000,.
Sichuan-Coal_1000_RC-12687,2030,578592,5309,.
Sichuan-Coal_1000_RC-12697,2030,578592,5309,.
Sichuan-Coal_1000_RC-12707,2030,578592,5309,.
Sichuan-Coal_1000_RC-12717,2030,578592,5309,.
Sichuan-Coal_300_RC-12691,2030,630091,6059,.
Sichuan-Coal_300_RC-12701,2030,630091,6059,.
Sichuan-Coal_300_RC-12711,2030,630091,6059,.
Sichuan-Coal_300_RC-12721,2030,630091,6059,.
Sichuan-Coal_600_RC-12689,2030,582951,5349,.
Sichuan-Coal_600_RC-12699,2030,582951,5349,.
Sichuan-Coal_600_RC-12709,2030,582951,5349,.
Sichuan-Coal_600_RC-12719,2030,582951,5349,.
Sichuan-Coal_IGCC_RC-12693,2030,1634880,15000,.
Sichuan-Coal_IGCC_RC-12703,2030,1634880,15000,.
Sichuan-Coal_IGCC_RC-12713,2030,1634880,15000,.
Sichuan-Coal_IGCC_RC-12723,2030,1634880,15000,.
Sichuan-Commercial_PV-115,2030,1500000,15000,.
Sichuan-Commercial_PV-116,2030,1500000,15000,.
Sichuan-Commercial_PV-117,2030,1500000,15000,.
Sichuan-Commercial_PV-118,2030,1500000,15000,.
Sichuan-Commercial_PV-119,2030,1500000,15000,.
Sichuan-Commercial_PV-120,2030,1500000,15000,.
Sichuan-Commercial_PV-121,2030,1500000,15000,.
Sichuan-Gas_CCGT_RC-12695,2030,665600,6400,.
Sichuan-Gas_CCGT_RC-12705,2030,665600,6400,.
Sichuan-Gas_CCGT_RC-12715,2030,665600,6400,.
Sichuan-Gas_CCGT_RC-12725,2030,665600,6400,.
Sichuan-Gas_Combustion_Turbine_RC-13090,2030,484343,4657,.
Sichuan-Nuclear_SMR-13089,2030,4034304,36000,.
Sichuan-Residential_PV-315,2030,2305552,23055,.
Sichuan-Residential_PV-316,2030,2305552,23055,.
Sichuan-Residential_PV-317,2030,2305552,23055,.
Sichuan-Residential_PV-318,2030,2305552,23055,.
Sichuan-Residential_PV-319,2030,2305552,23055,.
Sichuan-Residential_PV-320,2030,2305552,23055,.
Sichuan-Residential_PV-321,2030,2305552,23055,.
Sichuan-Wind-1049,2030,1104447,11000,.
Sichuan-Wind-1066,2030,1104447,11000,.
Sichuan-Wind-1200,2030,1104447,11000,.
Zhejiang-Battery_Storage-11181,2030,1346607,12162,0
Zhejiang-Central_PV-547,2030,1200000,12000,.
Zhejiang-Central_PV-548,2030,1200000,12000,.
Zhejiang-Central_PV-549,2030,1200000,12000,.
Zhejiang-Central_PV-550,2030,1200000,12000,.
Zhejiang-Central_PV-551,2030,1200000,12000,.
Zhejiang-Coal_1000_OT-12063,2030,549787,5044,.
Zhejiang-Coal_1000_RC-12035,2030,578592,5309,.
Zhejiang-Coal_1000_RC-12045,2030,578592,5309,.
Zhejiang-Coal_1000_RC-12071,2030,578592,5309,.
Zhejiang-Coal_1000_RC-12089,2030,578592,5309,.
Zhejiang-Coal_1000_SEA-12055,2030,578584,5309,.
Zhejiang-Coal_1000_SEA-12081,2030,578584,5309,.
Zhejiang-Coal_1000_SEA-12099,2030,578584,5309,.
Zhejiang-Coal_300_OT-12067,2030,591611,5689,.
Zhejiang-Coal_300_RC-12039,2030,630091,6059,.
Zhejiang-Coal_300_RC-12049,2030,630091,6059,.
Zhejiang-Coal_300_RC-12075,2030,630091,6059,.
Zhejiang-Coal_300_RC-12093,2030,630091,6059,.
Zhejiang-Coal_300_SEA-12059,2030,630084,6059,.
Zhejiang-Coal_300_SEA-12085,2030,630084,6059,.
Zhejiang-Coal_300_SEA-12103,2030,630084,6059,.
Zhejiang-Coal_600_OT-12065,2030,572364,5251,.
Zhejiang-Coal_600_RC-12037,2030,582951,5349,.
Zhejiang-Coal_600_RC-12047,2030,582951,5349,.
Zhejiang-Coal_600_RC-12073,2030,582951,5349,.
Zhejiang-Coal_600_RC-12091,2030,582951,5349,.
Zhejiang-Coal_600_SEA-12057,2030,582944,5349,.
Zhejiang-Coal_600_SEA-12083,2030,582944,5349,.
Zhejiang-Coal_600_SEA-12101,2030,582944,5349,.
Zhejiang-Coal_IGCC_RC-12041,2030,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12051,2030,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12077,2030,1634880,15000,.
Zhejiang-Coal_IGCC_RC-12095,2030,1634880,15000,.
Zhejiang-Commercial_PV-147,2030,1500000,15000,.
Zhejiang-Commercial_PV-148,2030,1500000,15000,.
Zhejiang-Commercial_PV-149,2030,1500000,15000,.
Zhejiang-Commercial_PV-150,2030,1500000,15000,.
Zhejiang-Commercial_PV-151,2030,1500000,15000,.
Zhejiang-Gas_CCGT_OT-12069,2030,665600,6400,.
Zhejiang-Gas_CCGT_RC-12043,2030,665600,6400,.
Zhejiang-Gas_CCGT_RC-12053,2030,665600,6400,.
Zhejiang-Gas_CCGT_RC-12079,2030,665600,6400,.
Zhejiang-Gas_CCGT_RC-12097,2030,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12061,2030,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12087,2030,665600,6400,.
Zhejiang-Gas_CCGT_SEA-12105,2030,665600,6400,.
Zhejiang-Gas_Combustion_Turbine_RC-13175,2030,484343,4657,.
Zhejiang-Nuclear_SEA-13131,2030,2140637,18000,.
Zhejiang-Nuclear_SEA-13176,2030,2140637,18000,.
Zhejiang-Nuclear_SMR-13174,2030,4034304,36000,.
Zhejiang-Offshore_Wind-13169,2030,2158450,21498,.
Zhejiang-Residential_PV-347,2030,2305552,23055,.
Zhejiang-Residential_PV-348,2030,2305552,23055,.
Zhejiang-Residential_PV-349,2030,2305552,23055,.
Zhejiang-Residential_PV-350,2030,2305552,23055,.
Zhejiang-Residential_PV-351,2030,2305552,23055,.
Zhejiang-Wind-1048,2030,1104447,11000,.
Zhejiang-Wind-1051,2030,1104447,11000,.
Zhejiang-Wind-1053,2030,1104447,11000,.
Zhejiang-Wind-1054,2030,1104447,11000,.
Zhejiang-Wind-1056,2030,1104447,11000,.
Zhejiang-Wind-1059,2030,1104447,11000,.
Zhejiang-Wind-1061,2030,1104447,11000,.
Zhejiang-Wind-1065,2030,1104447,11000,.
Zhejiang-Wind-1067,2030,1104447,11000,.
Zhejiang-Wind-1157,2030,1104447,11000,.
Anhui-Battery_Storage-11177,2035,1328640,12000,0
Anhui-Central_PV-401,2035,1200000,12000,.
Anhui-Central_PV-402,2035,1200000,12000,.
Anhui-Central_PV-403,2035,1200000,12000,.
Anhui-Central_PV-404,2035,1200000,12000,.
Anhui-Coal_1000_OT-12107,2035,549787,5044,.
Anhui-Coal_1000_RC-12115,2035,578592,5309,.
Anhui-Coal_1000_RC-12125,2035,578592,5309,.
Anhui-Coal_300_OT-12111,2035,591611,5689,.
Anhui-Coal_300_RC-12119,2035,630091,6059,.
Anhui-Coal_300_RC-12129,2035,630091,6059,.
Anhui-Coal_600_OT-12109,2035,572364,5251,.
Anhui-Coal_600_RC-12117,2035,582951,5349,.
Anhui-Coal_600_RC-12127,2035,582951,5349,.
Anhui-Coal_IGCC_RC-12121,2035,1634880,15000,.
Anhui-Coal_IGCC_RC-12131,2035,1634880,15000,.
Anhui-Commercial_PV-2,2035,1500000,15000,.
Anhui-Commercial_PV-3,2035,1500000,15000,.
Anhui-Commercial_PV-4,2035,1500000,15000,.
Anhui-Gas_CCGT_OT-12113,2035,665600,6400,.
Anhui-Gas_CCGT_RC-12123,2035,665600,6400,.
Anhui-Gas_CCGT_RC-12133,2035,665600,6400,.
Anhui-Gas_Combustion_Turbine_RC-13107,2035,484343,4657,.
Anhui-Nuclear_SMR-13106,2035,4034304,36000,.
Anhui-Residential_PV-201,2035,2249887,22499,.
Anhui-Residential_PV-202,2035,2249887,22499,.
Anhui-Residential_PV-203,2035,2249887,22499,.
Anhui-Residential_PV-204,2035,2249887,22499,.
Anhui-Wind-1081,2035,1079254,10750,.
Anhui-Wind-1082,2035,1079254,10750,.
Anhui-Wind-1083,2035,1079254,10750,.
Anhui-Wind-1155,2035,1079254,10750,.
Anhui-Wind-1158,2035,1079254,10750,.
Fujian-Battery_Storage-11178,2035,1328640,12000,0
Fujian-Central_PV-407,2035,1200000,12000,.
Fujian-Central_PV-408,2035,1200000,12000,.
Fujian-Central_PV-409,2035,1200000,12000,.
Fujian-Central_PV-410,2035,1200000,12000,.
Fujian-Central_PV-411,2035,1200000,12000,.
Fujian-Central_PV-600,2035,1200000,12000,.
Fujian-Coal_1000_OT-12153,2035,549787,5044,.
Fujian-Coal_1000_RC-12135,2035,578592,5309,.
Fujian-Coal_1000_RC-12161,2035,578592,5309,.
Fujian-Coal_1000_RC-12171,2035,578592,5309,.
Fujian-Coal_1000_SEA-12145,2035,578584,5309,.
Fujian-Coal_1000_SEA-12181,2035,578584,5309,.
Fujian-Coal_300_OT-12157,2035,591611,5689,.
Fujian-Coal_300_RC-12139,2035,630091,6059,.
Fujian-Coal_300_RC-12165,2035,630091,6059,.
Fujian-Coal_300_RC-12175,2035,630091,6059,.
Fujian-Coal_300_SEA-12149,2035,630084,6059,.
Fujian-Coal_300_SEA-12185,2035,630084,6059,.
Fujian-Coal_600_OT-12155,2035,572364,5251,.
Fujian-Coal_600_RC-12137,2035,582951,5349,.
Fujian-Coal_600_RC-12163,2035,582951,5349,.
Fujian-Coal_600_RC-12173,2035,582951,5349,.
Fujian-Coal_600_SEA-12147,2035,582944,5349,.
Fujian-Coal_600_SEA-12183,2035,582944,5349,.
Fujian-Coal_IGCC_RC-12141,2035,1634880,15000,.
Fujian-Coal_IGCC_RC-12167,2035,1634880,15000,.
Fujian-Coal_IGCC_RC-12177,2035,1634880,15000,.
Fujian-Commercial_PV-10,2035,1500000,15000,.
Fujian-Commercial_PV-11,2035,1500000,15000,.
Fujian-Commercial_PV-200,2035,1500000,15000,.
Fujian-Commercial_PV-7,2035,1500000,15000,.
Fujian-Commercial_PV-8,2035,1500000,15000,.
Fujian-Commercial_PV-9,2035,1500000,15000,.
Fujian-Gas_CCGT_OT-12159,2035,665600,6400,.
Fujian-Gas_CCGT_RC-12143,2035,665600,6400,.
Fujian-Gas_CCGT_RC-12169,2035,665600,6400,.
Fujian-Gas_CCGT_RC-12179,2035,665600,6400,.
Fujian-Gas_CCGT_SEA-12151,2035,665600,6400,.
Fujian-Gas_CCGT_SEA-12187,2035,665600,6400,.
Fujian-Gas_Combustion_Turbine_RC-13124,2035,484343,4657,.
Fujian-Nuclear_SEA-13125,2035,2140637,18000,.
Fujian-Nuclear_SEA-13130,2035,2140637,18000,.
Fujian-Nuclear_SMR-13123,2035,4034304,36000,.
Fujian-Offshore_Wind-13118,2035,2132833,21243,.
Fujian-Residential_PV-207,2035,2249887,22499,.
Fujian-Residential_PV-208,2035,2249887,22499,.
Fujian-Residential_PV-209,2035,2249887,22499,.
Fujian-Residential_PV-210,2035,2249887,22499,.
Fujian-Residential_PV-211,2035,2249887,22499,.
Fujian-Residential_PV-400,2035,2249887,22499,.
Fujian-Wind-1021,2035,1079254,10750,.
Fujian-Wind-1022,2035,1079254,10750,.
Fujian-Wind-1024,2035,1079254,10750,.
Fujian-Wind-1029,2035,1079254,10750,.
Fujian-Wind-1035,2035,1079254,10750,.
Fujian-Wind-1042,2035,1079254,10750,.
Fujian-Wind-1044,2035,1079254,10750,.
Jiangsu-Battery_Storage-11179,2035,1328640,12000,0
Jiangsu-Central_PV-474,2035,1200000,12000,.
Jiangsu-Central_PV-475,2035,1200000,12000,.
Jiangsu-Central_PV-476,2035,1200000,12000,.
Jiangsu-Central_PV-477,2035,1200000,12000,.
Jiangsu-Central_PV-478,2035,1200000,12000,.
Jiangsu-Central_PV-570,2035,1200000,12000,.
Jiangsu-Central_PV-571,2035,1200000,12000,.
Jiangsu-Coal_1000_OT-11937,2035,549787,5044,.
Jiangsu-Coal_1000_OT-11955,2035,549787,5044,.
Jiangsu-Coal_1000_OT-11973,2035,549787,5044,.
Jiangsu-Coal_1000_OT-11999,2035,549787,5044,.
Jiangsu-Coal_1000_OT-12017,2035,549787,5044,.
Jiangsu-Coal_1000_RC-11945,2035,578592,5309,.
Jiangsu-Coal_1000_RC-11963,2035,578592,5309,.
Jiangsu-Coal_1000_RC-11981,2035,578592,5309,.
Jiangsu-Coal_1000_RC-12007,2035,578592,5309,.
Jiangsu-Coal_1000_RC-12025,2035,578592,5309,.
Jiangsu-Coal_1000_SEA-11991,2035,578584,5309,.
Jiangsu-Coal_300_OT-11941,2035,591611,5689,.
Jiangsu-Coal_300_OT-11959,2035,591611,5689,.
Jiangsu-Coal_300_OT-11977,2035,591611,5689,.
Jiangsu-Coal_300_OT-12003,2035,591611,5689,.
Jiangsu-Coal_300_OT-12021,2035,591611,5689,.
Jiangsu-Coal_300_RC-11949,2035,630091,6059,.
Jiangsu-Coal_300_RC-11967,2035,630091,6059,.
Jiangsu-Coal_300_RC-11985,2035,630091,6059,.
Jiangsu-Coal_300_RC-12011,2035,630091,6059,.
Jiangsu-Coal_300_RC-12029,2035,630091,6059,.
Jiangsu-Coal_300_SEA-11995,2035,630084,6059,.
Jiangsu-Coal_600_OT-11939,2035,572364,5251,.
Jiangsu-Coal_600_OT-11957,2035,572364,5251,.
Jiangsu-Coal_600_OT-11975,2035,572364,5251,.
Jiangsu-Coal_600_OT-12001,2035,572364,5251,.
Jiangsu-Coal_600_OT-12019,2035,572364,5251,.
Jiangsu-Coal_600_RC-11947,2035,582951,5349,.
Jiangsu-Coal_600_RC-11965,2035,582951,5349,.
Jiangsu-Coal_600_RC-11983,2035,582951,5349,.
Jiangsu-Coal_600_RC-12009,2035,582951,5349,.
Jiangsu-Coal_600_RC-12027,2035,582951,5349,.
Jiangsu-Coal_600_SEA-11993,2035,582944,5349,.
Jiangsu-Coal_IGCC_RC-11951,2035,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11969,2035,1634880,15000,.
Jiangsu-Coal_IGCC_RC-11987,2035,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12013,2035,1634880,15000,.
Jiangsu-Coal_IGCC_RC-12031,2035,1634880,15000,.
Jiangsu-Commercial_PV-129,2035,1500000,15000,.
Jiangsu-Commercial_PV-170,2035,1500000,15000,.
Jiangsu-Commercial_PV-74,2035,1500000,15000,.
Jiangsu-Commercial_PV-75,2035,1500000,15000,.
Jiangsu-Commercial_PV-76,2035,1500000,15000,.
Jiangsu-Commercial_PV-77,2035,1500000,15000,.
Jiangsu-Commercial_PV-78,2035,1500000,15000,.
Jiangsu-Gas_CCGT_OT-11943,2035,665600,6400,.
Jiangsu-Gas_CCGT_OT-11961,2035,665600,6400,.
Jiangsu-Gas_CCGT_OT-11979,2035,665600,6400,.
Jiangsu-Gas_CCGT_OT-12005,2035,665600,6400,.
Jiangsu-Gas_CCGT_OT-12023,2035,665600,6400,.
Jiangsu-Gas_CCGT_RC-11953,2035,665600,6400,.
Jiangsu-Gas_CCGT_RC-11971,2035,665600,6400,.
Jiangsu-Gas_CCGT_RC-11989,2035,665600,6400,.
Jiangsu-Gas_CCGT_RC-12015,2035,665600,6400,.
Jiangsu-Gas_CCGT_RC-12033,2035,665600,6400,.
Jiangsu-Gas_CCGT_SEA-11997,2035,665600,6400,.
Jiangsu-Gas_Combustion_Turbine_RC-13141,2035,484343,4657,.
Jiangsu-Nuclear_SEA-13132,2035,2140637,18000,.
Jiangsu-Nuclear_SMR-13140,2035,4034304,36000,.
Jiangsu-Offshore_Wind-13135,2035,2132833,21243,.
Jiangsu-Residential_PV-274,2035,2249887,22499,.
Jiangsu-Residential_PV-275,2035,2249887,22499,.
Jiangsu-Residential_PV-276,2035,2249887,22499,.
Jiangsu-Residential_PV-277,2035,2249887,22499,.
Jiangsu-Residential_PV-278,2035,2249887,22499,.
Jiangsu-Residential_PV-357,2035,2249887,22499,.
Jiangsu-Residential_PV-370,2035,2249887,22499,.
Jiangsu-Wind-1078,2035,1079254,10750,.
Jiangsu-Wind-1079,2035,1079254,10750,.
Jiangsu-Wind-1080,2035,1079254,10750,.
Jiangsu-Wind-1084,2035,1079254,10750,.
Jiangsu-Wind-1085,2035,1079254,10750,.
Jiangsu-Wind-1088,2035,1079254,10750,.
Jiangsu-Wind-1089,2035,1079254,10750,.
Jiangsu-Wind-1092,2035,1079254,10750,.
Jiangsu-Wind-1093,2035,1079254,10750,.
Jiangsu-Wind-1094,2035,1079254,10750,.
Jiangsu-Wind-1096,2035,1079254,10750,.
Jiangsu-Wind-1159,2035,1079254,10750,.
Shanghai-Battery_Storage-11180,2035,1328640,12000,0
Shanghai-Central_PV-509,2035,1200000,12000,.
Shanghai-Coal_1000_OT-11911,2035,549787,5044,.
Shanghai-Coal_1000_RC-11919,2035,578592,5309,.
Shanghai-Coal_1000_SEA-11929,2035,578584,5309,.
Shanghai-Coal_300_OT-11915,2035,591611,5689,.
Shanghai-Coal_300_RC-11923,2035,630091,6059,.
Shanghai-Coal_300_SEA-11933,2035,630084,6059,.
Shanghai-Coal_600_OT-11913,2035,572364,5251,.
Shanghai-Coal_600_RC-11921,2035,582951,5349,.
Shanghai-Coal_600_SEA-11931,2035,582944,5349,.
Shanghai-Coal_IGCC_RC-11925,2035,1634880,15000,.
Shanghai-Commercial_PV-109,2035,1500000,15000,.
Shanghai-Gas_CCGT_OT-11917,2035,665600,6400,.
Shanghai-Gas_CCGT_RC-11927,2035,665600,6400,.
Shanghai-Gas_CCGT_SEA-11935,2035,665600,6400,.
Shanghai-Gas_Combustion_Turbine_RC-13158,2035,484343,4657,.
Shanghai-Offshore_Wind-13152,2035,2132833,21243,.
Shanghai-Residential_PV-309,2035,2249887,22499,.
Shanghai-Wind-1068,2035,1079254,10750,.
Shanghai-Wind-1069,2035,1079254,10750,.
Shanghai-Wind-1072,2035,1079254,10750,.
Sichuan-Battery_Storage-11176,2035,1328640,12000,0
Sichuan-Central_PV-515,2035,1200000,12000,.
Sichuan-Central_PV-516,2035,1200000,12000,.
Sichuan-Central_PV-517,2035,1200000,12000,.
Sichuan-Central_PV-518,2035,1200000,12000,.
Sichuan-Central_PV-519,2035,1200000,12000,.
Sichuan-Central_PV-520,2035,1200000,12000,.
Sichuan-Central_PV-521,2035,1200000,12000,.
Sichuan-Coal_1000_RC-12687,2035,578592,5309,.
Sichuan-Coal_1000_RC-12697,2035,578592,5309,.
Sichuan-Coal_1000_RC-12707,2035,578592,5309,.
Sichuan-Coal_1000_RC-12717,2035,578592,5309,.
Sichuan-Coal_300_RC-12691,2035,630091,6059,.
